,,,,,,,,,,,,,,,,,,,,
,RINGING SURVEY 19 September to 01 November 1993 (table 2),,,,,,,,,,,,,,,CODES,,,,
,Ringing,Tree #,,,Code,Ring,COLOUR RINGS,,Mass,Wing,Age at,Value at,Hatching,Laying ,,1,Chick ringed.,,,
,2015-10-10,110,28 41 11.4,24 49 13.7,1,G32866,W313,,4000,515,97,42287,2015-07-05,2015-05-10,,,,,,
,2015-10-10,131,28 33 08.0,24 50 50.6,1,G32637,W330,,3200,260,57,42287,2015-08-14,2015-06-19,,,,,,
,2015-08-08,136,28 33 13.3,24 50 45.5,5,,,,,,,,,,,,,,,
,2015-10-10,139,28 33 21.7,24 50 40.8,5,,,,,,,,,,,,,,,
,2015-11-14,149,28 37 44.9,24 51 30.4,1,G32982,W366,,4600,370,73,42322,2015-09-02,2015-07-08,,,,,,
,2015-10-11,154,28 40 30.4,24 47 20.1,6,,,,,,,,,,,,,,,
,2015-10-11,155,28 37 43.1,24 51 38.2,1,G32879,W301,,5100,440,83,42288,2015-07-20,2015-05-25,,,,,,
,2015-10-10,192,28 39 55.3,24 48 34.4,1,G32894,,,3800,290,61,42287,2015-08-10,2015-06-15,,,,,,
,2015-10-10,211,28 39 51.8,24 47 25.6,1,G32893,W347,,4200,395,76,42287,2015-07-26,2015-05-31,,,,,,
,2015-10-10,227,28 34 34.1,24 49 51.0,1,G32640,W357,,4800,410,79,42287,2015-07-23,2015-05-28,,,,,,
,2015-10-10,259,28 36 14.3,24 48 58.4,6,,,,,,,,,,,,,,,
,2015-10-10,260,28 35 59.8,24 49 00.6,16,,,,,,,,,,,,,,,
,2015-10-10,262,28 41 09.6,24 48 41.7,1,G32460,W354,,4200,510,96,42287,2015-07-06,2015-05-11,,,,,,
,2015-10-11,266,28 40 15.9,24 48 52.1,8,,,,,,,,,,,,,,,
,2015-10-10,309,28 39 51.7,24 47 11.6,6,,,,,,,,,,,,,,,
,2015-10-10,314,28 39 55.6,24 48 11.0,1,G32896,W349,,4500,395,76,42287,2015-07-26,2015-05-31,,,,,,
,2015-10-10,322,28 41 10.8,24 49 06.2,1,G32868,W314,,3800,395,76,42287,2015-07-26,2015-05-31,,,,,,
,2015-10-10,350,28 39 03.1,24 47 10.1,6,,,,,,,,,,,,,,,
,2015-10-11,357,28 37 03.9,24 46 21.5,1,G32884,W377,,4000,365,72,42288,2015-07-31,2015-06-05,,,,,,
,2015-10-10,361,28 34 12.8,24 52 31.0,1,G32638,W329,,3800,310,64,42287,2015-08-07,2015-06-12,,,,,,
,2015-10-10,365,28 39 29.5,24 47 31.1,1,G32892,W346,,4700,425,80,42287,2015-07-22,2015-05-27,,,,,,
,2015-10-10,373,28 40 14.8,24 50 10.4,6,,,,,,,,,,,,,,,
,2015-10-10,377,28 39 24.1,24 47 45.1,6,,,,,,,,,,,,,,,
,2015-10-10,380,28 39 56.6,24 47 53.1,1,G32895,W348,,3700,380,74,42287,2015-07-28,2015-06-02,,,,,,
,2015-10-10,384,28 39 43.7,24 49 57.6,1,G32861,W308,,3800,430,81,42287,2015-07-21,2015-05-26,,,,,,
,2015-10-10,385,28 40 44.7,24 50 02.2,16,,,,,,,,,,,,,,,
,2015-10-11,386,28 39 39.0,24 49 17.6,8,,,,,,,,,,,,,,,
,2015-10-10,392,28 35 11.3,24 49 51.2,6,,,,,,,,,,,,,,,
,2015-10-11,398,28 39 27.3,24 47 37.2,6,,,,,,,,,,,,,,,
,2015-10-10,409,28 40 29.4,24 48 31.9,1,G32871,W317,,4100,420,80,42287,2015-07-22,2015-05-27,,,,,,
,2015-10-10,411,28 39 58.9,24 48 25.1,1,G32898,W351,,5300,430,81,42287,2015-07-21,2015-05-26,,,,,,
,2015-10-11,413,28 40 08.6,24 48 23.6,1,G32452,W371,,4200,420,80,42288,2015-07-23,2015-05-28,,,,,,
,2015-10-10,414,28 39 59.5,24 48 06.5,1,G32897,W350,,5100,420,80,42287,2015-07-22,2015-05-27,,,,,,
,2015-10-11,417,28 40 37.0,24 47 44.8,6,,,,,,,,,,,,,,,
,2015-10-11,426,28 35 54.3,24 48 48.1,6,,,,,,,,,,,,,,,
,2015-10-10,440,28 36 20.5,24 49 01.5,1,G32650,W361,,3700,290,61,42287,2015-08-10,2015-06-15,,,,,,
,2015-10-11,443,28 40 24.6,24 48 41.3,1,G32453,W368,,3000,335,68,42288,2015-08-04,2015-06-09,,,,,,
,2015-10-11,446,28 37 11.0,24 46 32.7,6,,,,,,,,,,,,,,,
,2015-10-11,448,28 37 18.6,24 46 51.3,6,,,,,,,,,,,,,,,
,2015-10-11,450,28 37 06.0,24 47 00.7,1,G32457,W379,,4200,465,87,42288,2015-07-16,2015-05-21,,,,,,
,2015-10-11,451,28 36 58.6,24 47 09.2,6,,,,,,,,,,,,,,,
,2015-10-10,454,28 36 17.3,24 49 13.8,1,G32649,W360,,4000,390,76,42287,2015-07-26,2015-05-31,,,,,,
,2015-10-11,455,28 36 58.0,24 46 55.7,1,G32459,W353,,4400,370,73,42288,2015-07-30,2015-06-04,,,,,,
,2015-10-10,457,28 40 10.2,24 48 57.7,1,G32900,W374,,4900,380,74,42287,2015-07-28,2015-06-02,,,,,,
,2015-10-10,464,28 39 22.2,24 46 58.5,1,G32886,W341,,5500,495,93,42287,2015-07-09,2015-05-14,,,,,,
,2015-10-10,465,28 39 13.2,24 47 11.0,1,G32888,,,2400,210,49,42287,2015-08-22,2015-06-27,,,,,,
,2015-08-10,466,28 39 27.9,24 47 23.7,5,,,,,,,,,,,,,,,
,2015-10-10,467,28 39 40.4,24 47 28.8,6,,,,,,,,,,,,,,,
,2015-10-11,468,28 40 07.8,24 47 11.3,6,,,,,,,,,,,,,,,
,2015-10-11,469,28 40 19.2,24 47 19.7,5,,,,,,,,,,,,,,,
,2015-10-10,471,28 38 49.2,24 47 55.4,1,G32890,W344,,5500,480,90,42287,2015-07-12,2015-05-17,,,,,,
,2015-10-10,472,28 35 36.4,24 49 12.9,1,G32875,W363,,5100,450,84,42287,2015-07-18,2015-05-23,,,,,,
,2015-11-14,473,28 41 02.1,24 49 10.7,1,G32983,W369,,4600,460,86,42322,2015-08-20,2015-06-25,,,,,,
,2015-11-14,474,28 41 26.3,24 48 41.8,1,G32984,W372,,4800,480,90,42322,2015-08-16,2015-06-21,,,,,,
,2015-10-10,475,28 41 17.8,24 48 28.7,15,,,,,,,,,,,,,,,
,2015-10-11,476,28 40 32.5,24 47 41.0,15,,,,,,,,,,,,,,,
,2015-10-11,477,28 40 21.5,24 46 59.6 ,6,,,,,,,,,,,,,,,
,2015-10-11,478,28 40 05.7,24 47 00.8,1,G32455,W380,,5100,380,74,42288,2015-07-29,2015-06-03,,,,,,
,2015-10-10,480,28 41 03.3,24 50 11.6,8,,,,,,,,,,,,,,,
,2015-10-11,481,28 38 21.2,24 46 58.4,1,G32872,W376,,5100,535,102,42288,2015-07-01,2015-05-06,,,,,,
,2015-10-11,484,28 37 01.8,24 46 55.9,1,G32458,W352,,4500,375,73,42288,2015-07-30,2015-06-04,,,,,,
,2015-10-11,486,28 39 42.2,24 47 45.8,15,,,,,,,,,,,,,,,
,2015-10-10,487,28 39 17.8,24 47 38.1,1,G32891,W345,,4100,495,93,42287,2015-07-09,2015-05-14,,,,,,
,2015-10-10,494,28 36 14.2,24 49 21.0,1,G32648,W359,,4700,370,73,42287,2015-07-29,2015-06-03,,,,,,
,2015-10-11,496,28 37 31.4,24 51 35.3,1,G32880,W302,,3800,360,72,42288,2015-07-31,2015-06-05,,,,,,
,2015-10-11,498,28 36 25.6,24 46 43.5,1,G32885,W304,,4900,440,83,42288,2015-07-20,2015-05-25,,,,,,
,2015-10-10,501,28 34 33.7,24 52 36.7,6,,,,,,,,,,,,,,,
,2015-10-10,502,28 34 06.6,24 52 28.5,1,G32877,W365,,5300,470,88,42287,2015-07-14,2015-05-19,,,,,,
,2015-10-10,504,28 34 01.1,24 50 37.3,1,G32639,W356,,4300,400,77,42287,2015-07-25,2015-05-30,,,,,,
,2015-10-10,505,28 34 44.7,24 49 52.3,1,G32647,W358,,5000,465,87,42287,2015-07-15,2015-05-20,,,,,,
,2015-10-10,507,28 35 09.3,24 50 09.5,1,G32876,W364,,5300,400,77,42287,2015-07-25,2015-05-30,,,,,,
,2015-10-10,508,28 35 50.5,24 49 36.4,1,G32874,W362,,3800,340,69,42287,2015-08-02,2015-06-07,,,,,,
,2015-10-11,509,28 38 26.7,24 47 18.7,6,,,,,,,,,,,,,,,
,2015-10-11,510,28 37 27.3,24 46 33.9,6,,,,,,,,,,,,,,,
,2015-10-11,511,28 37 22.2,24 46 53.9,1,G32456,W378,,4600,495,93,42288,2015-07-10,2015-05-15,,,,,,
,2015-10-11,512,28 36 25.7,24 46 58.6,1,G32883,W303,,5100,430,81,42288,2015-07-22,2015-05-27,,,,,,
,2015-10-10,513,28 39 48.3,24 48 11.1,6,,,,,,,,,,,,,,,
,2015-10-10,514,28 38 50.2,24 47 05.6,1,G32889,W343,,3700,355,71,42287,2015-07-31,2015-06-05,,,,,,
,2015-10-10,515,28 39 07.6,24 47 16.4,6,,,,,,,,,,,,,,,
,2015-10-10,516,28 41 42.8,24 49 25.5,1,G32865,W312,,4000,460,86,42287,2015-07-16,2015-05-21,,,,,,
,2015-10-10,517,28 41 10.2,24 48 22.0,6,,,,,,,,,,,,,,,
,2015-10-10,518,28 40 00.2,24 50 26.5,8,,,,,,,,,,,,,,,
,2015-10-11,519,28 36 51.4,24 46 29.7,1,G23306,W370,,4400,350,70,42288,2015-08-02,2015-06-07,,,,,,
,2015-11-14,520,28 38 58.2,24 47 56.2,3,,,,,,,,,,,,,,,
,TOTALS,104,,,104,59,57,,4347,407,79,,2015-07-26,2015-05-31,,,,,,
,,,,,,,,,,,,,,,,,,,,
,OCTOBER SURVEY 08 to 10 Oct 2016 (table 2),,,,,,,,,,,,,,,,,,,
,Ringing,Tree #,,,Code,Ring,Tag,,Mass,Wing,Age at,Value at,Hatching,Laying ,,,,,,
,Date,DRN,Southings,Eastings,Oct,#,#,,g,length mm,Ringing (days),Ringing,Date,Date,,,,,,
,2016-10-09,3,28 38 55.6,24 47 15.4,6,,,,,,,,,,,,,,,
,2016-10-09,5,28 38 54.4,24 47 31.2,1,G34354,W423,,3700,350,70,42652,2016-07-31,2016-06-05,,,,,,
,2016-10-08,11,28 39 15.4,24 47 11.9,1,G34356,W425,,4700,340,69,42651,2016-07-31,2016-06-05,,,,,,
,2016-10-09,12,28 39 27.1,24 47 41.1,16,,,,,315,,,,,,,,,,
,2016-10-09,13,28 39 18.6,24 47 25.8,6,,,,,,,,,,,,,,,
,2016-10-08,15,28 39 54.6,24 47 23.9,15,,,,,,,,,,,,,,,
,2016-08-24,27,28 41 04.9,24 48 58.3,8,,,,,,,,,,,,,,,
,2016-10-08,30,28 40 52.4,24 49 24.4,1,G34317,W397,,4800,385,75,42651,2016-07-25,2016-05-30,,,,,,
,2016-10-08,42,28 37 31.7,24 51 41.4,5,,,,,,,,,,,,,,,
,2016-10-08,52,28 39 22.6,24 47 31.3,6,,,,,,,,,,,,,,,
,2016-10-08,63,28 37 49.6,24 49 56.6,1,G32987,W388,,6000,435,82,42651,2016-07-18,2016-05-23,,,,,,
,2016-08-22,64,28 36 51.9,24 49 51.0,8,,,,,,,,,,,,,,,
,2016-10-08,76,28 41 00.6,24 49 41.1,1,G34316,W396,,5000,415,79,42651,2016-07-21,2016-05-26,,,,,,
,2016-08-23,83,28 40 13.5,24 50 25.2,6,,,,,,,,,,,,,,,
,2016-10-09,91,28 40 18.7,24 49 24.2,16,,,,,,,,,,,,,,,
,2016-10-08,98,28 40 13.7,24 48 39.1,1,G34318,W398,,4700,420,80,42651,2016-07-20,2016-05-25,,,,,,
,2016-10-08,104,28 40 33.3,24 48 57.4,1,G34320,W410,,4200,355,71,42651,2016-07-29,2016-06-03,,,,,,
,2016-10-08,105,28 40 27.1,24 48 52.3,1,G34319,W399,,4800,500,94,42651,2016-07-06,2016-05-11,,,,,,
,2016-10-09,108,28 39 56.8,24 50 07.3,1,G34345,W414,,4800,390,76,42652,2016-07-25,2016-05-30,,,,,,
,2016-10-09,109,28 40 38.0,24 50 16.6,6,,,,,,,,,,,,,,,
,2016-10-08,110,28 41 11.4,24 49 13.7,1,G34314,W384,,5300,500,94,42651,2016-07-06,2016-05-11,,,,,,
,2016-10-08,120,28 39 57.1,24 47 31.3,1,G34328,W406,,5600,480,90,42651,2016-07-10,2016-05-15,,,,,,
,2016-10-08,140,28 33 27.9,24 50 42.7,5,,,,,,,,,,,,,,,
,2016-10-09,154,28 40 30.4,24 47 20.1,16,,,,300,25,,,,,,,,,,
,2016-10-08,155,28 37 43.1,24 51 38.2,6,,,,,,,,,,,,,,,
,2016-10-09,163,28 39 35.3,24 49 47.8,6,,,,,,,,,,,,,,,
,2016-10-08,192,28 39 52.5,24 47 51.1,1,G34327,W433,,4700,420,80,42651,2016-07-20,2016-05-25,,,,,,
,2016-10-09,193,28 40 05.1,24 47 31.0,6,,,,,,,,,,,,,,,
,2016-10-08,211,28 39 51.8,24 47 25.6,1,G34329,W407,,5300,350,70,42651,2016-07-30,2016-06-04,,,,,,
,2016-10-08,259,28 36 14.3,24 48 58.4,1,G32985,W386,,4400,350,70,42651,2016-07-30,2016-06-04,,,,,,
,2016-08-22,260,28 35 59.8,24 49 00.6,5,,,,,,,,,,,,,,,
,2016-10-10,262,28 41 09.6,24 48 41.7,1,G32989,W418,,5300,520,99,42653,2016-07-03,2016-05-08,,,,,,
,2016-10-08,266,28 40 15.9,24 48 52.1,1,G34341,W432,,5200,520,99,42651,2016-07-01,2016-05-06,,,,,,
,2016-10-08,309,28 39 51.7,24 47 11.6,1,G34330,W408,,5000,360,72,42651,2016-07-28,2016-06-02,,,,,,
,2016-10-08,314,28 39 55.6,24 48 11.0,1,G34326,W405,,6200,450,84,42651,2016-07-16,2016-05-21,,,,,,
,2016-10-09,318,28 40 29.2,24 50 33.6,1,G34343,W412,,5000,430,81,42652,2016-07-20,2016-05-25,,,,,,
,2016-10-08,322,28 41 10.8,24 49 06.2,1,G34313,W383,,4100,380,74,42651,2016-07-26,2016-05-31,,,,,,
,2016-10-09,347,28 39 30.2,24 47 17.1,6,,,,,,,,,,,,,,,
,2016-08-26,350,28 39 03.1,24 47 10.1,6,,,,,,,,,,,,,,,
,2016-10-08,352,28 41 11.0,24 49 30.8,1,G34315,W395,,4400,325,66,42651,2016-08-03,2016-06-08,,,,,,
,2016-10-09,357,28 37 04.9,24 46 19.2,1,G34367,W416,,4800,365,72,42652,2016-07-29,2016-06-03,,,,,,
,2016-10-08,361,28 34 12.8,24 52 31.0,6,,,,,,,,,,,,,,,
,2016-10-08,365,28 39 29.5,24 47 31.1,1,G34322,W391,,5200,410,79,42651,2016-07-21,2016-05-26,,,,,,
,2016-10-08,372,28 38 30.1,24 49 50.0,1,G32988,W389,,5200,380,74,42651,2016-07-26,2016-05-31,,,,,,
,2016-10-09,373,28 40 14.8,24 50 10.4,1,G34344,W413,,4400,405,78,42652,2016-07-23,2016-05-28,,,,,,
,2016-10-09,377,28 39 24.1,24 47 45.1,1,G34357,W437,,5200,370,73,42652,2016-07-28,2016-06-02,,,,,,
,2016-08-23,384,28 39 43.7,24 49 57.6,8,,,,,,,,,,,,,,,
,2016-10-09,385,28 40 44.7,24 50 02.2,1,G32990,W420,,4400,420,80,42652,2016-07-21,2016-05-26,,,,,,
,2016-08-22,392,28 35 11.3,24 49 51.2,6,,,,,,,,,,,,,,,
,2016-10-08,398,28 39 27.3,24 47 37.2,1,G34321,W390,,5400,490,92,42651,2016-07-08,2016-05-13,,,,,,
,2016-08-24,409,28 40 29.4,24 48 31.9,8,,,,,,,,,,,,,,,
,2016-10-08,411,28 39 58.9,24 48 25.1,1,G34323,W392,,5400,320,65,42651,2016-08-04,2016-06-09,,,,,,
,2016-10-08,413,28 40 08.6,24 48 23.6,1,G34324,W393,,5100,410,79,42651,2016-07-21,2016-05-26,,,,,,
,2016-10-08,414,28 39 59.5,24 48 06.5,1,G34325,W394,,5700,435,82,42651,2016-07-18,2016-05-23,,,,,,
,2016-08-26,417,28 40 37.0,24 47 44.8,5,,,,,,,,,,,,,,,
,2016-10-08,426,28 35 54.3,24 48 48.1,6,,,,,,,,,,,,,,,
,2017-01-21,443,28 40 24.6,24 48 41.3,1,G34348,W435,,3400,350,70,42756,2016-11-12,2016-09-17,,,,,,
,2016-10-09,450,28 37 06.0,24 47 00.7,1,G34365,W404,,4300,380,74,42652,2016-07-27,2016-06-01,,,,,,
,2016-10-09,455,28 36 58.0,24 46 55.7,6,,,,,,,,,,,,,,,
,2016-08-26,465,28 39 13.2,24 47 11.0,15,,,,,,,,,,,,,,,
,2016-10-09,467,28 39 40.4,24 47 28.8,6,,,,,,,,,,,,,,,
,2016-10-09,468,28 40 07.8,24 47 11.3,5,,,,,,,,,,,,,,,
,2016-10-08,469,28 40 19.2,24 47 19.7,6,,,,,,,,,,,,,,,
,2016-10-09,470,28 37 01.4,24 47 01.4,1,G34366,W415,,5300,330,67,42652,2016-08-03,2016-06-08,,,,,,
,2016-10-09,471,28 38 49.2,24 47 55.4,1,G34355,W424,,5100,450,84,42652,2016-07-17,2016-05-22,,,,,,
,2016-10-09,473,28 41 02.1,24 49 10.7,1,G34347,W426,,4900,425,80,42652,2016-07-21,2016-05-26,,,,,,
,2016-10-09,477,28 40 21.5,24 46 59.6,1,G34346,W434,,4900,490,92,42652,2016-07-09,2016-05-14,,,,,,
,2016-08-23,480,28 41 03.3,24 50 11.6,8,,,,,,,,,,,,,,,
,2016-08-26,487,28 39 17.8,24 47 38.1,6,,,,,,,,,,,,,,,
,2016-08-22,494,28 36 14.2,24 49 21.0,5,,,,,,,,,,,,,,,
,2016-10-08,496,28 37 31.4,24 51 35.3,1,G32986,W387,,4100,340,69,42651,2016-07-31,2016-06-05,,,,,,
,2016-10-09,498,28 36 25.6,24 46 43.5,1,G34361,W400,,5100,440,83,42652,2016-07-18,2016-05-23,,,,,,
,2016-10-08,501,28 34 33.7,24 52 36.7,6,,,,,,,,,,,,,,,
,2016-10-08,504,28 34 01.1,24 50 37.3,6,,,,,,,,,,,,,,,
,2016-10-08,505,28 34 44.7,24 49 52.3,6,,,,,,,,,,,,,,,
,2016-10-09,509,28 38 26.7,24 47 18.7,6,,,,,,,,,,,,,,,
,2016-10-09,510,28 37 27.3,24 46 33.9,1,G34368,W417,,5000,350,70,42652,2016-07-31,2016-06-05,,,,,,
,2016-10-09,511,28 37 22.2,24 46 53.9,16,,,,,340,,,,,,,,,,
,2016-08-23,512,28 36 25.7,24 46 58.6,5,,,,,,,,,,,,,,,
,2016-10-09,514,28 38 50.2,24 47 05.6,1,G34353,W422,,3900,320,65,42652,2016-08-05,2016-06-10,,,,,,
,2016-08-26,515,28 39 07.6,24 47 16.4,16,,,,,,,,,,,,,,,
,2016-10-09,519,28 36 51.4,24 46 29.7,1,G34363,W402,,4600,410,79,42652,2016-07-22,2016-05-27,,,,,,
,2016-10-11,520,28 38 58.2,24 47 56.2,5,,,,,,,,,,,,,,,
,2016-10-08,521,28 34 05.2,24 52 33.5,6,,,,,,,,,,,,,,,
,2016-10-08,522,28 33 46.0,24 52 24.1,1,G32899,W385,,3500,360,72,42651,2016-07-28,2016-06-02,,,,,,
,2016-10-08,523,28 33 47.9,24 50 34.9,6,,,,,,,,,,,,,,,
,2016-10-08,524,28 34 40.9,24 50 15.8,6,,,,,,,,,,,,,,,
,2016-10-08,525,28 35 28.8,24 49 12.2,6,,,,,,,,,,,,,,,
,2016-10-08,526,28 36 19.4,24 49 02.7,6,,,,,,,,,,,,,,,
,2016-08-22,528,28 37 30.9,24 50 22.9,8,,,,,,,,,,,,,,,
,2016-10-09,529,28 36 52.3,24 46 33.3,1,G34364,W403,,5200,410,79,42652,2016-07-22,2016-05-27,,,,,,
,2016-10-09,530,28 36 26.1,24 46 28.6,1,G34362,W401,,5000,380,74,42652,2016-07-27,2016-06-01,,,,,,
,2016-10-08,531,28 41 24.6,24 49 10.2,1,G34311,W381,,4600,420,80,42651,2016-07-20,2016-05-25,,,,,,
,2016-10-08,532,28 41 19.8,24 48 46.8,1,G34312,W382,,5000,400,77,42651,2016-07-23,2016-05-28,,,,,,
,2016-08-24,533,28 41 04.7,24 48 25.3,8,,,,,,,,,,,,,,,
,2016-08-24,534,28 40 58.9,24 48 36.9,8,,,,,,,,,,,,,,,
,2016-10-09,535,28 40 39.6,24 49 23.9,1,G34342,W411,,5500,380,74,42652,2016-07-27,2016-06-01,,,,,,
,2016-08-24,536,28 39 58.9,24 49 43.0,6,,,,,,,,,,,,,,,
,2016-10-09,538,28 38 44.7,24 47 08.6,1,G34351,W409,,5100,435,82,42652,2016-07-19,2016-05-24,,,,,,
,2016-10-09,539,28 38 46.1,24 46 56.2,1,G34352,W421,,5900,490,92,42652,2016-07-09,2016-05-14,,,,,,
,TOTALS,100,,,100,50,50,,4798,395,78,,2016-07-24,2016-05-29,,,,,,
,,,,,,,,,,,,,,,,,,,,
,OCTOBER SURVEY 14 to 16 Oct 2017 (table 2),,,,,,,,,,,,,,,,,,,
,Ringing,Tree #,,,Code,Ring,Tag,,Mass,Wing,Age at,Value at,Hatching,Laying ,,,,,,
,Date,DRN,Southings,Eastings,Oct,#,#,,g,length mm,Ringing (days),Ringing,Date,Date,,,,,,
,2017-10-14,3,28 38 55.6,24 47 15.4,1,G34387,W464,,5500,355,71,43022,2017-08-04,2017-06-09,,,,,,
,2017-10-14,5,28 38 54.4,24 47 31.2,1,G34376,W453,,5000,400,77,43022,2017-07-29,2017-06-03,,,,,,
,2017-10-15,11,28 39 15.4,24 47 11.9,1,G34336,W465,,5500,470,88,43023,2017-07-19,2017-05-24,,,,,,
,2017-10-14,12,28 39 27.1,24 47 41.1,1,G34378,W455,,5750,520,99,43022,2017-07-07,2017-05-12,,,,,,
,2017-10-15,15,28 39 54.6,24 47 23.9,16,,,,,,,,,,,,,,,
,2017-08-15,27,28 41 04.9,24 48 58.3,8,,,,,,,,,,,,,,,
,2017-10-15,30,28 40 52.4,24 49 24.4,16,,,,,,,,,,,,,,,
,2017-10-15,38,28 37 46.5,24 50 01.1,6,,,,,,,,,,,,,,,
,2017-08-18,58,28 39 12.3,24 50 12.5,6,,,,,,,,,,,,,,,
,2017-10-15,60,28 39 38.2,24 50 02.9,1,G34369,W481,,4800,475,89,43023,2017-07-18,2017-05-23,,,,,,
,2017-10-15,61,28 38 15.2,24 49 45.6,1,G34304,W468,,5000,450,84,43023,2017-07-23,2017-05-28,,,,,,
,2017-08-17,64,28 36 51.9,24 49 51.0,8,,,,,,,,,,,,,,,
,2017-10-15,65,28 37 33.1,24 51 35.1,6,,,,,,,,,,,,,,,
,2017-08-15,91,28 40 18.7,24 49 24.2,8,,,,,,,,,,,,,,,
,2017-10-14,98,28 40 13.7,24 48 39.1,1,G34384,W461,,5750,475,89,43022,2017-07-17,2017-05-22,,,,,,
,2017-10-14,100,28 39 53.0,24 49 02.0,1,G34385,W462,,4750,490,92,43022,2017-07-14,2017-05-19,,,,,,
,2017-10-14,101,28 41 19.8,24 49 21.3,1,G34390,W450,,4900,450,84,43022,2017-07-22,2017-05-27,,,,,,
,2017-10-14,103,28 40 57.8,24 49 59.8,6,,,,,,,,,,,,,,,
,2017-10-15,104,28 40 33.3,24 48 57.4,1,G34307,W471,,4900,440,83,43023,2017-07-24,2017-05-29,,,,,,
,2017-10-15,105,28 40 31.2,24 48 51.8,1,G34308,W472,,5500,515,97,43023,2017-07-10,2017-05-15,,,,,,
,2017-10-14,108,28 39 56.8,24 50 07.3,1,G34391,W449,,6500,470,88,43022,2017-07-18,2017-05-23,,,,,,
,2017-08-16,135,28 33 16.1,24 50 50.0,6,,,,,,,,,,,,,,,
,2017-08-16,140,28 33 27.9,24 50 42.7,6,,,,,,,,,,,,,,,
,2017-10-15,145,28 37 52.0,24 49 41.3,1,G34370,W480,,5400,495,93,43023,2017-07-14,2017-05-19,,,,,,
,2017-10-14,154,28 40 30.4,24 47 20.1,1,G34380,W457,,5000,430,81,43022,2017-07-25,2017-05-30,,,,,,
,2017-08-17,155,28 37 43.1,24 51 38.2,6,,,,,,,,,,,,,,,
,2017-10-14,163,28 39 35.3,24 49 47.8,16,,,,,,,,,,,,,,,
,2017-10-14,240,28 38 56.2,24 50 08.3,6,,,,,,,,,,,,,,,
,2017-10-14,259,28 36 14.3,24 48 58.4,2,,,,1600,100,32,43022,2017-09-12,2017-07-18,,,,,,
,2017-10-14,260,28 35 59.8,24 49 00.6,1,G34360,W429,,5200,500,94,43022,2017-07-12,2017-05-17,,,,,,
,2017-10-14,262,28 41 09.6,24 48 41.7,6,,,,,,,,,,,,,,,
,2017-10-14,264,28 39 43.9,24 47 26.6,6,,,,,,,,,,,,,,,
,2017-10-15,266,28 40 15.9,24 48 52.1,1,G34309,W473,,4300,315,64,43023,2017-08-12,2017-06-17,,,,,,
,2017-10-14,278,28 33 30.0,24 52 01.1,1,G34302,W427,,4200,330,67,43022,2017-08-08,2017-06-13,,,,,,
,2017-10-15,300,28 37 52.9,24 49 57.1,6,,,,,,,,,,,,,,,
,2017-10-15,309,28 39 51.7,24 47 11.6,1,G34335,,,3550,320,65,43023,2017-08-11,2017-06-16,,,,,,
,2017-10-14,314,28 39 55.6,24 48 11.0,1,G34382,W459,,5200,460,86,43022,2017-07-20,2017-05-25,,,,,,
,2017-10-14,316,28 40 17.7,24 50 02.2,1,G34392,W448,,5500,355,71,43022,2017-08-04,2017-06-09,,,,,,
,2017-10-15,318,28 40 29.2,24 50 33.6,6,,,,,,,,,,,,,,,
,2017-10-14,322,28 41 10.8,24 49 06.2,1,G34389,,,4300,275,59,43022,2017-08-16,2017-06-21,,,,,,
,2017-08-17,343,28 34 43.3,24 50 10.5,5,,,,,,,,,,,,,,,
,2017-10-15,350,28 39 03.1,24 47 10.1,1,G34338,W467,,6000,495,93,43023,2017-07-14,2017-05-19,,,,,,
,2017-10-14,352,28 41 11.0,24 49 30.8,1,G34395,W446,,5200,430,81,43022,2017-07-25,2017-05-30,,,,,,
,2017-10-14,357,28 37 04.9,24 46 19.2,16,,,,,,,,,,,,,,,
,2017-10-14,361,28 34 12.8,24 52 31.0,1,G34303,W436,,5300,500,94,43022,2017-07-12,2017-05-17,,,,,,
,2017-10-14,365,28 39 29.5,24 47 31.1,1,G34371,W386,,5600,400,77,43022,2017-07-29,2017-06-03,,,,,,
,2017-10-15,377,28 39 24.1,24 47 45.1,16,,,,,,,,,,,,,,,
,2017-10-14,385,28 40 44.7,24 50 02.2,1,G34394,W447,,4500,345,69,43022,2017-08-06,2017-06-11,,,,,,
,2017-10-14,386,28 39 39.0,24 49 17.6,1,G34397,,,3400,200,48,43022,2017-08-27,2017-07-02,,,,,,
,2017-10-14,398,28 39 27.3,24 47 37.2,1,G34379,W456,,5500,480,90,43022,2017-07-16,2017-05-21,,,,,,
,2017-10-14,407,28 41 14.8,24 49 50.3,6,,,,,,,,,,,,,,,
,2017-10-15,409,28 40 29.4,24 48 31.9,1,G34306,W470,,4800,360,72,43023,2017-08-04,2017-06-09,,,,,,
,2017-10-14,413,28 40 08.6,24 48 23.6,1,G34383,W460,,5050,455,85,43022,2017-07-21,2017-05-26,,,,,,
,2017-10-13,414,28 39 59.5,24 48 06.5,1,G34381,W458,,5500,500,94,43021,2017-07-11,2017-05-16,,,,,,
,2017-08-13,417,28 40 37.0,24 47 44.8,6,,,,,,,,,,,,,,,
,2017-08-17,426,28 35 54.3,24 48 48.1,8,,,,,,,,,,,,,,,
,2017-08-15,443,28 40 24.6,24 48 41.3,8,,,,,,,,,,,,,,,
